Well_ID,Operator,Region,Well_Type,Formation,Latitude,Longitude,Spud_Date,Completion_Date,TVD_Depth_m,Status,Initial_Production_boe_d,Current_Production_boe_d,Water_Cut_pct,Royalty_Rate_pct,Cumulative_Oil_bbl,Cumulative_Gas_mcf,Cumulative_Water_bbl
AB-100565,Imperial Oil,Athabasca,Oil Sands,Cardium,56.3461,-111.8203,2001-04-07,2001-06-06,1387.1,Producing,89.8,1.6,40.8,5.83,572304.0,22.0,275264.0
AB-100566,Crescent Point Energy,Grande Prairie,Oil Sands,Colorado Group,55.4543,-118.8081,2002-12-10,2003-02-01,1096.3,Orphan,30.0,0.0,72.0,35.47,196472.0,101.0,128078.0
AB-100567,Baytex Energy,Grande Prairie,Oil Sands,Duvernay,54.9943,-118.7656,2018-09-04,2019-02-06,1780.0,Producing,46.5,6.5,33.9,8.24,108853.0,42.0,175005.0
AB-100568,Crescent Point Energy,Peace River,Heavy Oil,Cardium,56.2396,-116.6405,2004-09-08,2004-10-06,1677.9,Producing,73.5,0.2,60.8,20.93,546355.0,562.0,1591584.0
AB-100569,Imperial Oil,Athabasca,Gas,Cardium,56.4905,-111.1778,2009-08-17,2009-10-23,1541.4,Producing,82.0,3.8,41.0,36.76,2339.0,1054.0,725.0
AB-100570,Cenovus Energy,Medicine Hat,Oil,Bakken,50.0742,-110.7286,2002-09-07,2002-09-25,1495.4,Producing,105.0,0.2,87.9,22.1,842596.0,232.0,1799751.0
AB-100571,Baytex Energy,Cold Lake,Gas,Cardium,54.4229,-109.8504,1999-04-05,1999-07-23,2327.0,Abandoned,49.4,0.0,64.7,3.76,2001.0,15646.0,5864.0
AB-100572,Suncor Energy,Medicine Hat,Gas,Clearwater,50.3244,-110.7479,2000-02-01,2000-06-23,1967.7,Orphan,62.7,0.0,87.2,26.06,2290.0,8127.0,5587.0
AB-100573,Canadian Natural Resources,Peace River,Heavy Oil,Cardium,56.396,-116.5168,2018-08-18,2018-11-07,2670.0,Suspended,128.3,0.0,31.2,38.14,310780.0,2373.0,874073.0
AB-100574,Canadian Natural Resources,Grande Prairie,Oil Sands,Colorado Group,55.1211,-118.9385,2003-02-13,2003-07-04,2493.5,Producing,140.4,4.8,83.5,2.26,882436.0,2727.0,1584146.0
AB-100575,MEG Energy,Cold Lake,Oil,Viking,54.646,-110.4623,2018-10-21,2018-12-20,2311.8,Suspended,222.2,0.0,54.7,36.1,268627.0,43.0,101607.0
AB-100576,Baytex Energy,Peace River,Heavy Oil,Montney,56.687,-117.2107,2016-05-10,2016-05-25,1571.5,Orphan,78.2,0.0,72.0,17.56,257542.0,24.0,687540.0
AB-100577,Crescent Point Energy,Medicine Hat,Gas,Montney,49.908,-110.9326,2017-11-05,2018-02-10,1498.7,Producing,406.5,112.0,44.9,30.75,3040.0,6033.0,6413.0
AB-100578,Imperial Oil,Athabasca,Heavy Oil,Montney,57.1329,-111.7656,2005-01-09,2005-07-02,1872.4,Suspended,39.3,0.0,62.0,23.77,193817.0,173.0,553456.0
AB-100579,Cenovus Energy,Medicine Hat,Gas,Bakken,50.3272,-110.7573,2003-07-24,2003-10-09,2676.6,Producing,185.5,0.7,55.3,22.45,2067.0,3965.0,4543.0
AB-100580,Whitecap Resources,Grande Prairie,Oil,Bakken,54.8472,-118.5939,2003-01-22,2003-04-23,1534.3,Producing,44.5,0.4,98.0,6.09,320026.0,816.0,155069.0
AB-100581,MEG Energy,Lloydminster,Oil Sands,McMurray,53.3603,-109.5742,2014-07-26,2014-08-12,2592.2,Producing,70.8,18.2,23.0,4.91,185853.0,57.0,289907.0
AB-100582,Cenovus Energy,Athabasca,Heavy Oil,Colorado Group,56.6782,-111.0776,2001-05-22,2001-09-02,300.0,Producing,88.5,0.0,82.1,27.05,689603.0,107.0,1651997.0
AB-100583,Suncor Energy,Medicine Hat,Gas,Viking,50.0202,-110.7511,2009-09-12,2009-12-09,2931.7,Producing,45.5,8.9,80.2,7.54,4189.0,5768.0,11944.0
AB-100584,Baytex Energy,Peace River,Oil,Bakken,56.2139,-117.0821,2001-10-06,2002-03-27,,Producing,12.2,1.6,47.9,24.37,50578.0,345.0,95677.0
AB-100585,Crescent Point Energy,Grande Prairie,Heavy Oil,Viking,55.0192,-118.9949,2001-05-21,2001-10-04,1696.2,Producing,19.9,0.0,60.4,1.32,174054.0,18.0,255094.0
AB-100586,Canadian Natural Resources,Medicine Hat,Oil Sands,Bakken,50.2112,-111.0392,2016-07-18,2016-10-27,2434.9,Producing,106.2,8.0,76.2,3.62,294588.0,120.0,523501.0
AB-100587,Imperial Oil,Grande Prairie,Oil Sands,McMurray,55.1149,-119.0168,2005-10-11,2006-02-07,1948.1,Producing,66.4,2.1,57.9,38.22,444875.0,1024.0,1276325.0
AB-100588,MEG Energy,Athabasca,Oil Sands,McMurray,57.8773,-111.9041,1998-05-16,1998-07-08,1545.5,Producing,81.3,0.1,74.8,27.59,536124.0,61.0,713571.0
AB-100589,Athabasca Oil Corp,Lloydminster,Oil Sands,Colorado Group,53.1213,-110.0387,2000-07-01,2000-09-12,2066.8,Producing,52.4,0.0,80.9,15.3,465314.0,35.0,685377.0
AB-100590,Cenovus Energy,Lloydminster,Gas,Bakken,52.9591,-109.8006,1998-07-26,1998-12-13,687.8,Orphan,95.5,0.0,67.6,24.96,4566.0,1527.0,1445.0
AB-100591,Baytex Energy,Grande Prairie,Gas,Bakken,54.834,-119.0803,2001-06-22,2001-10-22,,Abandoned,45.6,0.0,95.6,30.73,4951.0,1211.0,11882.0
AB-100592,Imperial Oil,Medicine Hat,Gas,Colorado Group,50.2163,-110.921,2009-04-23,2009-10-07,1363.5,Abandoned,38.8,0.0,27.7,18.74,3977.0,300.0,1362.0
AB-100593,Suncor Energy,Peace River,Oil,Viking,56.2115,-117.1066,2022-05-02,2022-07-11,768.3,Producing,270.6,137.3,41.5,39.32,311630.0,30.0,898330.0
AB-100594,Athabasca Oil Corp,Peace River,Gas,Montney,56.9896,-117.3423,2004-11-14,2005-04-28,2023.2,Producing,65.4,0.4,,1.49,6.0,493.0,5.0
AB-100595,Whitecap Resources,Cold Lake,Gas,Colorado Group,54.4522,-110.2174,2010-05-08,2010-08-09,2113.4,Producing,178.8,1.1,97.0,12.95,2350.0,244.0,830.0
AB-100596,Athabasca Oil Corp,Grande Prairie,Oil Sands,Cardium,54.9076,-119.2106,2012-10-22,2013-03-24,2773.5,Producing,95.3,2.2,60.1,27.01,428819.0,336.0,280161.0
AB-100597,MEG Energy,Athabasca,Gas,Cardium,57.2366,-111.5336,2006-11-13,2006-12-10,1595.8,Producing,77.3,2.1,84.2,30.84,4740.0,838.0,10595.0
AB-100598,Suncor Energy,Cold Lake,Oil Sands,Colorado Group,54.3127,-110.4372,2015-09-07,2016-01-11,2872.5,Abandoned,58.5,0.0,98.0,16.04,160057.0,396.0,383945.0
AB-100599,Baytex Energy,Medicine Hat,Heavy Oil,Cardium,49.9827,-110.977,2005-06-01,2005-07-06,1903.8,Producing,119.8,0.6,87.9,14.99,860412.0,34.0,1594175.0
AB-100600,Athabasca Oil Corp,Cold Lake,Gas,Bakken,54.0231,-110.4551,2009-05-10,2009-06-18,1547.4,Suspended,209.6,0.0,72.1,17.03,828.0,7835.0,2299.0
AB-100601,Crescent Point Energy,Lloydminster,Oil,Viking,53.073,-109.9965,2016-09-13,2016-10-07,1110.0,Producing,119.1,19.0,49.5,34.63,212781.0,163.0,341817.0
AB-100602,Athabasca Oil Corp,Medicine Hat,Oil Sands,McMurray,50.066,-110.5094,2000-06-24,2000-10-26,1492.7,Producing,49.7,0.0,86.4,30.31,242086.0,36.0,717967.0
AB-100603,Whitecap Resources,Cold Lake,Oil,Viking,54.0947,-110.3245,2005-10-19,2005-11-21,2324.5,Producing,139.9,6.4,87.8,18.82,631732.0,191.0,459424.0
AB-100604,Whitecap Resources,Lloydminster,Oil,Viking,52.8733,-110.1211,2014-12-15,2015-05-06,1864.2,Producing,36.4,1.0,52.4,33.31,109606.0,32.0,129712.0
AB-100605,Cenovus Energy,Athabasca,Oil,Duvernay,56.6466,-111.2979,2021-05-03,2021-10-19,1312.1,Suspended,19.5,0.0,49.8,7.85,20940.0,108.0,7881.0
AB-100606,Baytex Energy,Peace River,Heavy Oil,Cardium,56.0544,-116.8433,2017-10-08,2018-02-03,2751.5,Producing,32.3,4.8,55.3,23.88,75626.0,71.0,190238.0
AB-100607,Crescent Point Energy,Lloydminster,Heavy Oil,Bakken,53.0516,-110.0752,2020-07-21,2020-12-02,2271.2,Producing,87.8,38.5,66.8,18.74,110410.0,41.0,269098.0
AB-100608,Canadian Natural Resources,Athabasca,Oil,Bakken,56.4862,-110.875,2004-04-03,2004-06-14,1417.6,Producing,51.8,6.3,82.3,19.77,314442.0,398.0,338294.0
AB-100609,Baytex Energy,Grande Prairie,Oil,Montney,54.8444,-119.4975,2002-04-17,2002-05-07,975.8,Producing,69.3,3.9,83.6,1.92,383134.0,94.0,294458.0
AB-100610,Baytex Energy,Grande Prairie,Oil Sands,Bakken,55.2453,-119.2868,2016-12-10,2017-02-11,1239.6,Producing,57.4,8.5,31.4,17.02,180022.0,41.0,310410.0
AB-100611,Crescent Point Energy,Medicine Hat,Gas,McMurray,50.3602,-110.7004,2020-02-22,2020-05-07,1817.6,Producing,111.9,28.8,25.1,26.94,3564.0,1910.0,1794.0
AB-100612,,Grande Prairie,Oil,Duvernay,55.333,-118.9535,2001-08-02,2001-12-04,2415.6,Producing,21.1,0.1,50.8,7.53,184680.0,822.0,242413.0
AB-100613,Suncor Energy,Cold Lake,Gas,Cardium,54.6975,-110.2233,2018-05-15,2018-08-24,1616.8,Abandoned,104.0,0.0,66.2,12.4,2011.0,941.0,5159.0
AB-100614,Obsidian Energy,Medicine Hat,Oil Sands,Colorado Group,50.4594,-110.655,2002-05-02,2002-07-17,2356.4,Producing,149.4,2.2,55.8,14.2,1032311.0,296.0,467493.0
AB-100615,MEG Energy,Lloydminster,Oil Sands,McMurray,53.3409,-109.7062,2022-06-12,2022-07-11,3007.7,Producing,121.7,36.4,77.0,13.16,117689.0,169.0,73617.0
AB-100616,Baytex Energy,Cold Lake,Gas,McMurray,54.4558,-110.1264,2018-08-16,2018-12-04,2148.1,Producing,25.3,4.1,56.7,5.43,4341.0,4885.0,9742.0
AB-100617,Cenovus Energy,Lloydminster,Oil Sands,Duvernay,52.8211,-110.0821,1999-03-20,1999-05-27,1156.7,Producing,54.9,0.0,72.1,22.19,445983.0,51.0,268173.0
AB-100618,Crescent Point Energy,Athabasca,Heavy Oil,McMurray,58.3506,-110.9606,2010-10-09,2011-02-03,2692.6,Abandoned,105.6,0.0,75.3,39.79,495319.0,320.0,703243.0
AB-100619,Cenovus Energy,Athabasca,Oil,McMurray,57.9089,-110.5597,2017-05-10,2017-10-17,1506.6,Orphan,61.3,0.0,60.4,12.89,120451.0,68.0,172902.0
AB-100620,Whitecap Resources,Athabasca,Oil Sands,Cardium,57.882,-111.4514,1998-04-23,1998-07-21,2102.6,Abandoned,75.3,0.0,57.1,21.21,648824.0,67.0,1222538.0
AB-100621,Canadian Natural Resources,Grande Prairie,Oil,Viking,55.2619,-119.0822,2010-04-24,2010-09-13,1864.8,Orphan,57.1,0.0,95.8,35.42,314278.0,160.0,179611.0
AB-100622,Canadian Natural Resources,Cold Lake,Gas,McMurray,54.5542,-110.3226,2023-03-26,2023-07-10,1551.5,Abandoned,121.8,0.0,53.0,10.87,4878.0,4557.0,3150.0
AB-100623,Imperial Oil,Lloydminster,Gas,McMurray,52.8327,-109.9692,2001-02-02,2001-05-11,2031.7,Producing,148.3,0.1,98.0,4.56,2182.0,1210.0,4083.0
AB-100624,Suncor Energy,Medicine Hat,Oil,Colorado Group,50.1797,-110.433,2004-10-03,2004-12-22,1802.4,Producing,147.6,9.8,54.4,15.69,860195.0,663.0,1078768.0
AB-100625,Baytex Energy,Peace River,Oil,Colorado Group,56.0665,-116.547,2004-11-15,2005-04-04,2625.3,Producing,252.1,18.5,57.0,4.23,918622.0,582.0,1441889.0
AB-100626,Crescent Point Energy,Medicine Hat,Gas,Cardium,50.4404,-111.0878,2021-08-07,2021-10-11,1593.8,Producing,37.1,15.3,73.2,17.94,1937.0,1529.0,4420.0
AB-100627,Cenovus Energy,Peace River,Oil,McMurray,56.5535,-116.5389,2019-09-17,2020-03-03,2179.3,Abandoned,59.5,0.0,35.4,15.25,87848.0,220.0,221215.0
AB-100628,Athabasca Oil Corp,Grande Prairie,Oil Sands,Cardium,55.5731,-119.3469,2014-07-17,2014-08-01,695.4,Producing,67.0,12.7,65.0,33.93,225753.0,143.0,195581.0
AB-100629,Canadian Natural Resources,Medicine Hat,Gas,Colorado Group,50.3877,-110.9117,2005-10-10,2006-03-11,1221.8,Producing,107.1,2.5,37.2,6.68,3632.0,1508.0,3124.0
AB-100630,Whitecap Resources,Athabasca,Oil Sands,Clearwater,56.6798,-111.4238,2014-09-19,2014-11-18,2119.0,Suspended,32.7,0.0,43.6,29.42,92134.0,22.0,80246.0
AB-100631,Baytex Energy,Cold Lake,Oil Sands,Cardium,54.0293,-110.3695,2016-03-08,2016-04-22,1107.2,Producing,78.7,5.3,28.2,24.45,144627.0,100.0,395407.0
AB-100632,Athabasca Oil Corp,Lloydminster,Oil,McMurray,52.8388,-109.7652,2011-08-16,2012-01-18,676.2,Producing,34.4,1.4,79.3,9.58,176104.0,41.0,96977.0
AB-100633,Athabasca Oil Corp,Medicine Hat,Oil Sands,Viking,50.1755,-110.5317,2011-04-04,2011-06-19,2709.7,Producing,19.9,1.7,73.8,19.71,100720.0,148.0,184243.0
AB-100634,MEG Energy,Athabasca,Gas,McMurray,57.6844,-110.6084,2007-03-06,2007-05-26,2318.3,Abandoned,21.8,0.0,68.2,35.85,4694.0,602.0,6279.0
AB-100635,Imperial Oil,Athabasca,Gas,Colorado Group,57.6985,-111.1518,2016-02-17,2016-06-10,1226.5,Producing,115.1,4.4,51.8,15.88,1781.0,8680.0,2325.0
AB-100636,Cenovus Energy,Lloydminster,Oil,Cardium,53.1912,-109.6837,2013-07-26,2013-09-14,1997.4,Abandoned,244.3,0.0,42.9,14.09,817337.0,59.0,1335543.0
AB-100637,Suncor Energy,Lloydminster,Oil Sands,McMurray,53.1644,-110.0704,2018-02-02,2018-05-22,1961.2,Producing,79.4,25.0,32.4,14.45,184514.0,5.0,495160.0
AB-100638,Baytex Energy,Grande Prairie,Oil,Colorado Group,54.8972,-119.285,1998-05-06,1998-06-26,1235.3,Orphan,62.2,0.0,97.9,32.08,346367.0,49.0,411206.0
AB-100639,Obsidian Energy,Athabasca,Gas,Viking,58.2571,-111.5861,2011-01-13,2011-04-28,2399.1,Producing,40.9,3.6,91.3,30.59,3129.0,463.0,7849.0
AB-100640,Crescent Point Energy,Lloydminster,Oil,McMurray,53.1885,-110.1975,2008-02-07,2008-05-01,2709.9,Suspended,35.1,0.0,84.3,7.06,175411.0,45.0,275812.0
AB-100641,Athabasca Oil Corp,Grande Prairie,Heavy Oil,Duvernay,55.3487,-119.071,2005-03-18,2005-06-10,966.5,Producing,67.6,0.1,80.2,7.53,293212.0,15.0,440602.0
AB-100642,Imperial Oil,Athabasca,Heavy Oil,Bakken,57.0108,-110.8229,2012-03-02,2012-06-29,2783.0,Producing,83.2,2.9,71.5,2.81,309311.0,478.0,307709.0
AB-100643,Canadian Natural Resources,Peace River,Oil Sands,Cardium,56.9974,-116.5576,2004-04-19,2004-09-02,1757.9,Abandoned,26.1,0.0,71.6,11.25,91026.0,664.0,93176.0
AB-100644,Baytex Energy,Athabasca,Oil Sands,Montney,57.6543,-110.6701,2013-07-01,2013-08-03,1603.6,Producing,129.6,4.0,62.6,24.33,468859.0,129.0,880159.0
AB-100645,Canadian Natural Resources,Cold Lake,Heavy Oil,Duvernay,54.3871,-109.9302,2004-08-20,2004-11-17,1507.6,Producing,17.1,0.0,70.5,39.81,86820.0,1998.0,175661.0
AB-100646,Suncor Energy,Cold Lake,Gas,McMurray,54.7775,-110.2487,2006-09-16,2006-10-23,2449.2,Producing,282.6,43.1,60.6,8.76,3718.0,4013.0,3593.0
AB-100647,MEG Energy,Peace River,Gas,Clearwater,56.5573,-116.6114,2018-12-12,2019-01-28,2472.1,Producing,12.1,2.9,63.5,20.39,202.0,84496.0,548.0
AB-100648,Crescent Point Energy,Athabasca,Oil Sands,Viking,56.301,-111.7846,2021-04-20,2021-05-20,3311.8,Suspended,28.0,0.0,82.8,24.9,43192.0,235.0,92468.0
AB-100649,Suncor Energy,Athabasca,Heavy Oil,Clearwater,57.3999,-111.114,2023-07-27,2023-08-17,3346.6,Producing,51.0,25.3,93.1,34.6,27037.0,75.0,10006.0
AB-100650,Obsidian Energy,Athabasca,Oil,Viking,57.9955,-111.0767,2010-09-19,2011-03-06,3140.7,Producing,56.9,1.8,54.7,19.2,219998.0,117.0,281949.0
AB-100651,MEG Energy,Peace River,Gas,Cardium,56.4959,-116.6908,2002-04-11,2002-09-11,2571.6,Producing,76.2,0.5,72.3,5.76,947.0,1964.0,825.0
AB-100652,Canadian Natural Resources,Peace River,Oil,Bakken,56.9059,-116.601,2014-05-16,2014-07-14,,Producing,105.6,13.5,62.3,8.25,431196.0,87.0,1143600.0
AB-100653,Whitecap Resources,Lloydminster,Heavy Oil,Bakken,53.1297,-109.724,2004-10-06,2005-03-10,2044.3,Suspended,55.5,0.0,73.8,13.8,381155.0,61.0,303650.0
AB-100654,Cenovus Energy,Lloydminster,Oil,Viking,53.2647,-109.5436,2022-08-10,2022-08-30,1774.2,Producing,186.1,65.7,93.1,10.37,146663.0,48.0,320092.0
AB-100655,Canadian Natural Resources,Peace River,Gas,Viking,56.9955,-117.4863,2015-07-01,2015-10-12,1584.4,Producing,25.4,1.3,51.5,34.23,4824.0,7865.0,9020.0
AB-100656,Athabasca Oil Corp,Cold Lake,Heavy Oil,Duvernay,54.7157,-110.4919,2012-12-09,2013-01-23,742.6,Producing,35.9,7.8,48.2,11.1,121921.0,42.0,94352.0
AB-100657,Suncor Energy,Lloydminster,Oil,Bakken,53.3658,-110.0517,1999-12-27,2000-04-29,2035.6,Producing,815.4,0.2,98.0,30.42,4003992.0,114.0,1504999.0
AB-100658,MEG Energy,Athabasca,Oil Sands,Cardium,56.9454,-111.9617,2002-10-08,2003-02-11,983.8,Producing,73.1,0.3,91.9,21.45,403475.0,28.0,454179.0
AB-100659,Whitecap Resources,Lloydminster,Heavy Oil,Colorado Group,53.1003,-110.19,2010-06-08,2010-11-12,1066.6,Producing,16.5,0.3,,17.11,46324.0,281.0,77344.0
AB-100660,Obsidian Energy,Lloydminster,Gas,Colorado Group,53.2269,-110.0967,2006-10-20,2007-01-20,680.9,Suspended,47.1,0.0,66.8,11.65,1931.0,44165.0,4238.0
AB-100661,Crescent Point Energy,Peace River,Heavy Oil,Duvernay,56.9218,-117.4637,2016-01-27,2016-06-05,1919.8,Producing,33.9,3.6,77.6,25.42,80950.0,49.0,235145.0
AB-100662,Whitecap Resources,Grande Prairie,Oil Sands,Colorado Group,55.3957,-119.476,2022-07-02,2022-08-23,,Producing,47.3,18.2,55.9,38.0,41015.0,991.0,14841.0
AB-100663,Cenovus Energy,Cold Lake,Heavy Oil,Viking,54.4259,-109.8709,2016-11-01,2017-03-22,2354.0,Orphan,57.0,0.0,59.4,37.41,83245.0,41.0,197868.0
AB-100664,Whitecap Resources,Grande Prairie,Oil Sands,Bakken,55.3227,-118.8144,2015-12-03,2016-04-18,2653.1,Suspended,32.2,0.0,98.0,4.88,76752.0,2431.0,164477.0
AB-100665,Cenovus Energy,Medicine Hat,Oil,Clearwater,50.2618,-110.7399,2003-03-15,2003-07-07,2143.7,Producing,69.7,1.2,59.0,11.49,442218.0,101.0,373459.0
AB-100666,Obsidian Energy,Medicine Hat,Oil Sands,Montney,50.4661,-110.6203,2015-05-13,2015-09-15,2421.1,Producing,176.8,55.0,60.3,27.94,517089.0,249.0,909205.0
AB-100667,Baytex Energy,Cold Lake,Oil,Cardium,54.5259,-110.489,1998-10-03,1999-02-15,951.4,Producing,32.6,0.9,50.7,18.52,196380.0,169.0,351547.0
AB-100668,MEG Energy,Athabasca,Oil,Montney,56.4742,-111.4932,2017-01-23,2017-07-21,2890.2,Producing,26.1,7.4,37.4,39.4,72815.0,152.0,114972.0
AB-100669,Baytex Energy,Peace River,Gas,Montney,56.2999,-117.3182,1998-06-08,1998-08-05,2170.4,Abandoned,22.2,0.0,70.5,6.72,4851.0,64248.0,11011.0
AB-100670,Suncor Energy,Lloydminster,Gas,Clearwater,52.969,-110.1861,2021-01-18,2021-05-15,2141.3,Orphan,309.1,0.0,43.2,12.84,3915.0,6756.0,3810.0
AB-100671,Crescent Point Energy,Lloydminster,Oil,Montney,53.2977,-109.7781,2019-06-17,2019-11-28,563.5,Producing,70.4,22.2,68.3,29.44,136918.0,1118.0,83205.0
AB-100672,Suncor Energy,Grande Prairie,Oil,Colorado Group,55.4048,-118.9789,2014-08-02,2014-11-14,1590.7,Producing,30.3,5.3,43.9,21.31,96493.0,483.0,31503.0
AB-100673,Whitecap Resources,Cold Lake,Heavy Oil,Duvernay,54.1356,-109.9704,2016-03-02,2016-05-18,1755.4,Producing,84.9,28.2,98.0,34.95,159782.0,76.0,199991.0
AB-100674,Obsidian Energy,Grande Prairie,Heavy Oil,Duvernay,55.5347,-118.7222,2023-09-21,2023-10-12,1514.2,Producing,53.6,22.7,87.5,38.81,30917.0,26.0,14379.0
AB-100675,Canadian Natural Resources,Peace River,Oil Sands,Cardium,56.7084,-117.4103,2001-01-14,2001-03-14,3099.8,Producing,92.8,4.5,98.0,16.76,689977.0,47.0,279283.0
AB-100676,Athabasca Oil Corp,Grande Prairie,Gas,Cardium,55.0217,-118.6266,2008-06-14,2008-07-01,1467.5,Producing,37.1,0.3,61.0,22.04,2589.0,723.0,7030.0
AB-100677,Canadian Natural Resources,Cold Lake,Gas,Colorado Group,54.7513,-110.3097,2010-07-07,2010-07-25,2259.1,Abandoned,265.1,0.0,42.2,36.72,1489.0,2646.0,4266.0
AB-100678,MEG Energy,Lloydminster,Heavy Oil,Viking,52.8573,-110.1221,2023-04-17,2023-06-18,1387.5,Abandoned,43.1,0.0,,33.03,38857.0,163.0,68136.0
AB-100679,Suncor Energy,Athabasca,Oil,Clearwater,56.5788,-110.5751,2006-08-02,2006-11-22,3167.9,Suspended,93.6,0.0,66.7,1.17,468884.0,475.0,1032978.0
AB-100680,Cenovus Energy,Athabasca,Gas,Colorado Group,56.2103,-111.728,2010-08-11,2010-10-18,1348.6,Producing,34.6,1.8,34.0,5.93,244.0,17428.0,724.0
AB-100681,Cenovus Energy,Lloydminster,Oil,Duvernay,53.023,-109.9922,2015-05-12,2015-09-30,3083.9,Producing,72.0,12.5,75.5,8.13,139579.0,6.0,398038.0
AB-100682,Crescent Point Energy,Cold Lake,Oil,Colorado Group,54.1203,-110.2035,2001-02-07,2001-05-18,1353.8,Producing,136.7,0.9,68.2,7.75,697603.0,478.0,971916.0
AB-100683,Suncor Energy,Peace River,Heavy Oil,Clearwater,56.7605,-116.9768,2010-02-19,2010-03-16,2308.9,Producing,108.4,3.4,50.9,37.07,606668.0,28.0,653591.0
AB-100684,Athabasca Oil Corp,Peace River,Oil,Duvernay,56.8088,-116.9292,2017-09-13,2017-11-01,1978.3,Orphan,29.0,0.0,21.9,9.09,51608.0,33.0,26453.0
AB-100685,MEG Energy,Lloydminster,Oil Sands,Colorado Group,52.9349,-109.7709,2006-10-05,2007-03-18,1673.5,Suspended,46.2,0.0,71.8,14.45,224089.0,303.0,178817.0
AB-100686,Whitecap Resources,Cold Lake,Heavy Oil,Bakken,54.7178,-110.4852,2006-02-11,2006-03-28,947.9,Abandoned,15.6,0.0,88.6,39.43,102226.0,151.0,206939.0
AB-100687,Obsidian Energy,Grande Prairie,Oil,Cardium,55.0973,-119.305,2011-02-22,2011-05-19,984.7,Suspended,21.0,0.0,61.2,39.74,53523.0,275.0,140662.0
AB-100688,Obsidian Energy,Cold Lake,Oil,Cardium,54.062,-109.9363,2018-01-02,2018-05-07,1291.0,Producing,58.3,27.8,36.3,30.1,93127.0,196.0,126178.0
AB-100689,,Medicine Hat,Oil Sands,Cardium,50.2469,-110.5987,2015-08-21,2015-10-05,1543.3,Producing,114.1,21.3,47.8,3.45,281263.0,74.0,736656.0
AB-100690,Canadian Natural Resources,Peace River,Oil,McMurray,56.9098,-116.5617,2019-05-11,2019-07-08,1786.0,Producing,17.8,4.8,74.2,39.32,20182.0,1513.0,14292.0
AB-100691,Obsidian Energy,Lloydminster,Heavy Oil,Viking,53.1871,-109.9656,2012-07-14,2012-09-14,1752.4,Abandoned,401.1,0.0,60.6,38.77,1593376.0,23.0,4709835.0
AB-100692,Cenovus Energy,Grande Prairie,Oil Sands,Montney,55.1989,-118.9667,2022-08-21,2022-12-08,2700.9,Producing,59.6,38.8,21.9,21.76,69908.0,22.0,206995.0
AB-100693,MEG Energy,Peace River,Oil,Cardium,56.2197,-117.0181,2008-07-18,2008-11-26,941.9,Suspended,32.1,0.0,81.0,37.5,201908.0,10413.0,276746.0
AB-100694,Suncor Energy,Athabasca,Oil,Montney,56.6339,-111.8665,2013-07-06,2013-12-25,3104.0,Producing,74.6,1.6,62.4,10.83,214925.0,140.0,580486.0
AB-100695,Canadian Natural Resources,Cold Lake,Oil,Cardium,54.4129,-110.2671,2005-05-17,2005-07-02,2873.1,Producing,13.4,0.1,74.3,10.56,86984.0,82.0,30227.0
AB-100696,Cenovus Energy,Medicine Hat,Heavy Oil,Colorado Group,50.3509,-110.9326,2023-05-16,2023-10-27,2316.6,Suspended,51.6,0.0,49.5,12.79,49426.0,132.0,68861.0
AB-100697,Baytex Energy,Grande Prairie,Gas,Duvernay,55.319,-119.1098,2001-01-15,2001-05-23,561.4,Producing,42.1,1.6,98.0,5.3,3947.0,3080.0,2975.0
AB-100698,Baytex Energy,Grande Prairie,Heavy Oil,Clearwater,55.5634,-119.1286,2016-07-12,2016-11-14,810.8,Producing,132.7,44.5,60.8,27.07,296001.0,60.0,734287.0
AB-100699,Whitecap Resources,Peace River,Gas,Viking,56.0526,-116.9495,1999-08-14,1999-12-18,768.1,Producing,44.4,0.0,98.0,11.7,3493.0,327.0,2489.0
AB-100700,MEG Energy,Peace River,Oil,McMurray,56.9324,-116.5307,2006-02-25,2006-04-19,2495.2,Producing,38.0,2.7,80.9,37.08,155348.0,236.0,218510.0
AB-100701,Obsidian Energy,Grande Prairie,Oil,Bakken,55.0411,-119.3407,2013-10-25,2014-02-17,2591.5,Producing,127.3,7.0,49.3,3.54,520729.0,142.0,1377254.0
AB-100702,Athabasca Oil Corp,Grande Prairie,Oil,Bakken,55.4686,-118.7614,2014-11-20,2015-04-15,818.3,Producing,263.9,33.5,71.8,28.86,694332.0,193.0,630737.0
AB-100703,Canadian Natural Resources,Cold Lake,Heavy Oil,Cardium,54.5844,-109.8242,1998-11-16,1999-05-05,855.4,Producing,142.4,0.3,,24.01,865277.0,1.0,1303235.0
AB-100704,Suncor Energy,Grande Prairie,Heavy Oil,Cardium,55.1987,-118.6754,2018-06-17,2018-12-12,1736.2,Producing,17.6,1.6,59.7,11.49,31477.0,176.0,88542.0
AB-100705,Whitecap Resources,Cold Lake,Gas,McMurray,54.2709,-110.3431,2017-07-16,2017-12-10,3100.9,Suspended,15.0,0.0,,19.26,4309.0,10587.0,7157.0
AB-100706,Cenovus Energy,Grande Prairie,Oil Sands,Colorado Group,55.4739,-119.2154,2013-05-10,2013-10-17,1199.5,Suspended,183.5,0.0,28.7,8.77,752725.0,106.0,1714585.0
AB-100707,Baytex Energy,Athabasca,Gas,Duvernay,56.5007,-111.1312,2021-10-15,2022-01-27,1771.6,Producing,49.1,31.5,73.8,1.3,2116.0,960.0,1418.0
